Настройка телевизора Toshiba		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), настройка(1;1.0), электроника(1;1.0)
Ремонт Lenovo k900		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0), ремонт(1;1.0)
Ремонт материнской платы iPhone 4		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), гаджет(1;1.0)
Заменить экран на iPad 2		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		гаджет(1;1.0), замена(1;1.0), экран(1;1.0)
Ремонт наушников		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), аудио(1;1.0)
Сменить матрицу на Macbook Pro 13"		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		гаджет(1;1.0)
Замена ремешка на часах Armani		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		замена(1;1.0)
Отремонтировать телефон iphone 4s		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), ремонт(1;1.0), гаджет(1;1.0)
Починить наушники EarPods для IPhone		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		аудио(1;1.0), ремонт(1;1.0), гаджет(1;1.0)
Ремонт автомагнитолы Chrysler		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0)
Ремонт фотоаппарата CANON POWERSHOT SX20 IS		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		фото техника(1;1.0), производитель электроники(1;1.0), производитель фото(1;1.0), ремонт(1;1.0), производитель наушников(1;1.0)
Ремонт автомагнитолы Soundmax		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0)
Подключение домашнего кинотеатра к интернету		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		сеть(1;1.0), подключение(1;1.0)
Отремонтировать телефон детский		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), ремонт(1;1.0)
Ремонт мясорубки Bosch		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), производитель электроники(1;1.0), производитель наушников(1;1.0), гаджет(1;1.0)
Отремонтировать телевизор Самсунг		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), электроника(1;1.0)
Заментить считыватель карт		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		
Ремонт компьютерных колонок.		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0)
Отремонтировать телефон Sony Expiria		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), ремонт(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0)
Ремонт усилителя Pioneer VSX-LX60		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		аудио(1;1.0), ремонт(1;1.0), производитель электроники(1;1.0), производитель наушников(1;1.0)
Ремонт видеорегистратора Neoline Mobie-i Full HD в Мытищах		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), производитель электроники(1;1.0)
Отремонтировать планшетный компьютер Huawei		Ремонт цифровой техники
	BAD found-wrong	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
		компьютер(1;1.0), ремонт(1;1.0), производитель телефонов(1;1.0), производитель смарт-часов(1;1.0), производитель планшетов(1;1.0)
Планшет DIGMA. Ремонт		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель планшетов(1;1.0), электроника(1;1.0)
Ремонт объектива Sony		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0)
Починить фото принтер Sony		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), ремонт(1;1.0), фото(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0)
Ремонт радиотелефона Siemens gigaset		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель электроники(1;1.0), производитель планшетов(1;1.0)
Требуется ремонт наушников Razer Kraken 7.1		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), аудио(1;1.0), производитель электроники(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0)
Ремонт Sony Play Station 1. Зеленоград		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0)
Отремонтировать iPhone 4		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), гаджет(1;1.0)
Ремонт видеорегистратора DOD		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0)
Ремонт встроенной магнитолы nissan qashqai		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), электроника(1;1.0)
Отремонтировать 2 телефона		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), ремонт(1;1.0)
Ремонт iPhone 4s, в Выхино		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), гаджет(1;1.0)
Необходимо заправить картридж hp c9731a		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель планшетов(1;1.0)
Ремонт автомагнитолы Ford		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0)
Отремонтировать телефон - заменить верхний шлейф		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), замена(1;1.0), ремонт(1;1.0)
Отремонтировать объектив		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), фото техника(1;1.0)
Ремонт iPhone в Раменском		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		гаджет(1;1.0), ремонт(1;1.0)
Ремонт компьютерных колонок Sven royal 1r		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), производитель электроники(1;1.0), производитель наушников(1;1.0)
Ремонт телефона HTC one X		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0), ремонт(1;1.0)
Починить ноут Samsung NP-Q45		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0), ремонт(1;1.0)
Ремонт принтеров		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), электроника(1;1.0)
Ремонт автомагнитолы Sony в Видном		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0)
Ремонт телефона в Зеленограде		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), ремонт(1;1.0)
Ремонт iphone 5		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), гаджет(1;1.0)
Ремонт экрана телефона Lenovo		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), ремонт(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0), экран(1;1.0)
Ремонт и замена стекла Apple iPhone 5 s		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		замена(1;1.0), ремонт(1;1.0), гаджет(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0), glass(1;1.0)
Ремонт рации Kenwood		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), производитель электроники(1;1.0), производитель наушников(1;1.0)
Смартфон HTC One X. Замена стекла		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		замена(1;1.0), электроника(1;1.0), телефон(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0), glass(1;1.0)
Ремонт экрана телефона Nokia Lumia 620. Фрязино		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель планшетов(1;1.0), ремонт(1;1.0), экран(1;1.0)
Починить ридер сони prst1		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0)
Ремонт телевизора Samsung		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0), ремонт(1;1.0), электроника(1;1.0)
Припаять разъем USB		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		
Замена экранов IPhone 4		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		замена(1;1.0), гаджет(1;1.0)
Постричь газон		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		
Что-то другое		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		
Отремонтировать телефон THL W8		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), ремонт(1;1.0), производитель телефонов(1;1.0)
Телефон Samsung GALAXY Note. Ремонт		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0), ремонт(1;1.0)
Отремонтировать наушники Monster Beats		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		производитель наушников(1;1.0), ремонт(1;1.0), аудио(1;1.0), производитель наушников(1;1.0)
Замена экрана Sony Xperia Z		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		замена(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0), экран(1;1.0)
Необходимо заменить стекло на iPhone 5s		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		замена(1;1.0), glass(1;1.0), гаджет(1;1.0)
Ремонт 2х синтезаторов Roland. Химки		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), производитель наушников(1;1.0)
Ремонт 2-х ресиверов Триколор ТВ		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), производитель электроники(1;1.0)
Ремонт телефона HTC Wildfire S		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0), ремонт(1;1.0)
Отремонтировать телефоны Sumsung и Asus padfone 2		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), ремонт(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0)
Замена стекла iPhone 5		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		замена(1;1.0), glass(1;1.0), гаджет(1;1.0)
Отремонтировать телефон iPhone 4S		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), ремонт(1;1.0), гаджет(1;1.0)
Замена экрана на iPhone 4S		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		замена(1;1.0), гаджет(1;1.0), экран(1;1.0)
Отремонтировать телефон Samsung Galaxy S 3		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0), ремонт(1;1.0)
Восстановить удаленные файлы на флешку		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		восстановление(1;1.0)
Ремонт наушников Sennheiser		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		производитель наушников(1;1.0), ремонт(1;1.0), аудио(1;1.0)
Ремонт телефона iPhone 3		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), ремонт(1;1.0), гаджет(1;1.0)
Мастер по ремонту сигвеев		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		master(1;1.0), ремонт(1;1.0)
Починить кнопку на айфоне 5		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0)
Восстановить данные на смартфоне Samsung Galaxy Siii		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0), электроника(1;1.0), телефон(1;1.0), данные(1;1.0), восстановление(1;1.0)
Ремонт телефона Nokia Lumia 800		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель планшетов(1;1.0), ремонт(1;1.0)
Ремонт акустической системы 2.1 JetBalance JB-491		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0)
Поменять прошивку на телефоне Lenovo A660 без потери данных		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		замена(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0), прошивка(1;1.0), данные(1;1.0), электроника(1;1.0), телефон(1;1.0)
Ремонт iPhone на Курской		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), гаджет(1;1.0)
Починить микрофон на Nokia 8800 Art		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель планшетов(1;1.0), ремонт(1;1.0)
Отремонтировать wi-fi чип на iPhone 4S		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), сеть(1;1.0), гаджет(1;1.0)
Ремонт IPhone 4S		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), гаджет(1;1.0)
Отремонтировать автомобильный видеорегистратор		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), машина(1;1.0)
Создание веселой электроники!		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		создать(1;1.0)
Отремонтировать ретро телефон		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), ремонт(1;1.0)
Ремонт штатной автомагнитолы.		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0)
Отремонтировать телефон iPhone4		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), ремонт(1;1.0)
Отремонтировать фотоаппарат Sony		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		фото техника(1;1.0), ремонт(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0)
Перепрошить Android телефон Meizu		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), прошить(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), os(1;1.0)
Телефон Samsung Galaxy S4 mini. Ремонт		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0), ремонт(1;1.0), производитель наушников(1;1.0)
Ремонт ноутбука Acer Aspire 7730G		Ремонт цифровой техники
	BAD found-wrong	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
		ремонт(1;1.0), компьютер(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель планшетов(1;1.0)
Отремонтировать iPhone 5s		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), гаджет(1;1.0)
Замена стекла Iphone 4S		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		замена(1;1.0), glass(1;1.0), гаджет(1;1.0)
Отремонтировать телефон iPhone 4s		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), ремонт(1;1.0), гаджет(1;1.0)
Видеонаблюдение в четырехквартирном доме		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		house(1;1.0)
Ремонт ноутбука Acer		Ремонт цифровой техники
	BAD found-wrong	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
		ремонт(1;1.0), компьютер(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель планшетов(1;1.0)
Телефон Sony Xperia miro. Ремонт		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), ремонт(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0)
Ремонт монитора ASUS VE278Q		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), ремонт(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0)
Отремонтировать MacBook Pro		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), гаджет(1;1.0)
Починить iphone 4		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), гаджет(1;1.0)
Ремонт сотового телефона Samsung		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0), ремонт(1;1.0)
Необходимо отремонтировать телефон iPhone 5S		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), ремонт(1;1.0), гаджет(1;1.0)
Отремонтировать ксерокс Xerox Phaser 3010.		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0)
Замена штекера наушников Sennheiser CX 300-II		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		замена(1;1.0), производитель наушников(1;1.0), аудио(1;1.0)
Ремонт компьютерных колонок		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0)
Починить фотоаппарат		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		фото техника(1;1.0), ремонт(1;1.0)
Пайка и сборка проводов, апгрейд существующей цепи		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		провести(1;1.0), собрать(1;1.0)
Отремонтировать телефон айфон 5 - заменить битую переднюю панельку		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), замена(1;1.0), электроника(1;1.0), телефон(1;1.0)
Необходим ремонт iРhone5		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0)
Замена стекла в планшете PRESTIGIO MultiPad PMP5597D DUO 16Gb SSD, 9.7" 1024x768 Backlight LED IPS, Dual Core		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		замена(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель планшетов(1;1.0), электроника(1;1.0), glass(1;1.0)
Ремонт Sony Xperia Z		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0)
Необходимо перепрограммировать навигатор		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		
Отремотировать планшет Prestigio Mutipad 7.0 HD		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель планшетов(1;1.0), электроника(1;1.0)
Ремонт планшета Prestigio		Ремонт цифровой техники
	BAD found-wrong	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		ремонт(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель планшетов(1;1.0), электроника(1;1.0)
Поухаживать за кошкой		Ремонт цифровой техники
